# talk/captures/_grades.tsv -- what talk/verify-all.sh graded each discovered script,
# one row per script, TAB separated: path, status, the last line of its capture.
# Written by the run whose TRUTH line follows, and committed with the captures it grades.
# TRUTH 2026-09-10T01:57Z run=225 hub=53b4611 enact=development units=[driftwood=a181725@main feeds=ca40396@main ico=9653fd9@main insurer=61fba9d@main ludlow=2c2d740@main nist=f83126f@main platform=8da250d@main tuppence=bd15aae@main] pass=78 [observed=24 self=41 simulated=4 meta=9] fail=8 skip=30 [never=9 waits=21] excluded=8 total=124 ceiling=105
.estate-clone/driftwood/scripts/verify-adopter-gate.sh	PASS	      or absent trust root refuses on the trust material and never on the network, cold and warm (I).
.estate-clone/driftwood/scripts/verify-identity-regexp.sh	PASS	PASS: EXPECTED_PROPOSAL_IDENTITY_REGEXP matches only this repo's propose-tier.yml on main, and the release and proposal identities do not overlap.
.estate-clone/driftwood/twin/verify-twin-scenarios.sh	PASS	PASS: driftwood carries its six standing scenarios, two new classes in all three places, and no fine amount in the twin
.estate-clone/driftwood/twin/verify-twin-sweep-moved.sh	FAIL	SKIP: the moved path has not fired live yet: observations/twin-sweep.jsonl carries no line with "moved": true (the step is proven offline above; the live firing
.estate-clone/driftwood/verify-reconcile.sh	SKIP	SKIP: no local kind cluster 'driftwood' to observe here, and the lane sample cannot stand in: a fact could not be looked at, and a fact not looked at is never a
.estate-clone/driftwood/verify-twin-overlay.sh	PASS	PASS: driftwood's twin emits one forward-intel feed from its own overlay, labelled and unpicked
.estate-clone/feeds/verify-feeds.sh	PASS	PASS: every published feed is one envelope validated against platform/feeds/schema.json and its own payload schema; rule.yaml and bump.yaml sit beside each feed
.estate-clone/feeds/verify-market-and-news.sh	PASS	PASS: market-moves publishes a dated series from one mechanical rule over one venue with no probability-shaped field, and its own threshold is what opens a PR; 
.estate-clone/feeds/verify-news-headline-skill.sh	PASS	PASS: classify-and-judge is a human-run skill (disable-model-invocation) whose claim file carries only claim kinds the twin has and a derived_from that names ex
.estate-clone/ico/.github/scripts/verify-declared-bump.sh	PASS	today would publish the number the reviewed file declares.
.estate-clone/ico/schema/verify.sh	EXCLUDED	
.estate-clone/ico/verify-certificate-identity-regexp.sh	PASS	and rejects every foreign org/repo/path and unanchored variant tried.
.estate-clone/ico/verify-penalty-feed.sh	PASS	PASS: ico penalty schema signed+versioned, fair.py consumes it unmodified, a schema bump moves the £, a second obligation source raises it, the four published 
.estate-clone/insurer/verify-insurer-party.sh	PASS	PASS: insurer party artefact
.estate-clone/insurer/verify-insurer-quote.sh	SKIP	SKIP: 1 of 24 checks could not be looked at (reasons above)
.estate-clone/ludlow/twin/verify-twin-scenarios.sh	SKIP	SKIP: the overlay with its six scenarios loads, and the emitter could not price it: CANNOT LOOK: ludlow's twin cannot price a forward-intel payload today, and t
.estate-clone/ludlow/verify-adopter-gate.sh	PASS	      credential). Verifying what platform already signed is not, and is proved above.
.estate-clone/ludlow/verify-certificate-identity-regexp.sh	PASS	PASS: EXPECTED_PROPOSAL_IDENTITY_REGEXP matches only policy-as-versioned-ludlow/ludlow's propose-tier.yml on main; the release and proposal identities do not ov
.estate-clone/ludlow/verify-reconcile.sh	SKIP	SKIP: no local kind cluster 'ludlow' to observe here, and the lane sample cannot stand in: a fact could not be looked at, and a fact not looked at is never a pa
.estate-clone/ludlow/verify-twin-overlay.sh	SKIP	SKIP: the emitter could not look: CANNOT LOOK: ludlow's twin cannot price a forward-intel payload today, and the instruments it is missing are named rather than
.estate-clone/nist/.github/scripts/verify-declared-bump.sh	PASS	today would publish the number the reviewed file declares.
.estate-clone/nist/scripts/verify-catalog.sh	PASS	PASS: nist catalog verified + publishable
.estate-clone/nist/scripts/verify-cert-identity-regexp.sh	PASS	OK: EXPECTED_IDENTITY_REGEXP anchors org/repo/workflow and allows only main + release/<major>.<minor>.x
.estate-clone/platform/access/verify-access.sh	EXCLUDED	
.estate-clone/platform/break-glass/verify-break-glass.sh	PASS	verify-break-glass: done (offline; rides on the access plane — see ../access/verify-access.sh for the live IAP checks)
.estate-clone/platform/compose/verify-composition.sh	SKIP	SKIP: the composed set renders policy versions the pinned parent commit does not contain; the header names a parent release that holds none of these trees. plat
